CustomerID,Recency,Frequency,Monetary,Segment_Raw,Segment
13217,122,3,533.98,0,Regular Customers
13218,127,1,62.64,0,Regular Customers
13220,78,4,819.2900000000001,0,Regular Customers
13221,240,2,847.41,1,At Risk / Lost
13223,200,2,163.2,1,At Risk / Lost
13224,60,2,2155.95,0,Regular Customers
13225,3,7,6463.84,0,Regular Customers
13226,273,1,108.21,1,At Risk / Lost
13227,202,1,257.7,1,At Risk / Lost
13228,81,1,358.0,0,Regular Customers
13229,226,1,160.95,1,At Risk / Lost
13230,4,14,2806.97,0,Regular Customers
13232,13,7,1357.6,0,Regular Customers
13233,74,2,605.12,0,Regular Customers
13235,212,1,1031.07,1,At Risk / Lost
13236,25,2,744.85,0,Regular Customers
13238,17,4,700.73,0,Regular Customers
13239,262,1,329.56,1,At Risk / Lost
13240,96,4,663.65,0,Regular Customers
13242,112,3,270.40000000000003,0,Regular Customers
13243,203,1,600.07,1,At Risk / Lost
13244,93,1,121.74,0,Regular Customers
13245,51,1,430.5,0,Regular Customers
13246,18,6,1987.3,0,Regular Customers
13247,18,4,501.12,0,Regular Customers
13248,125,2,465.68,0,Regular Customers
13249,92,3,711.41,0,Regular Customers
13253,157,2,1030.4,1,At Risk / Lost
13255,9,2,399.51,0,Regular Customers
13258,12,3,698.5799999999999,0,Regular Customers
13259,62,1,292.32,0,Regular Customers
13260,61,1,557.62,0,Regular Customers
13261,269,2,944.1,1,At Risk / Lost
13262,263,1,200.29,1,At Risk / Lost
13263,1,35,7454.07,3,Loyal Customers
13265,53,5,2107.66,0,Regular Customers
13266,11,12,3834.26,0,Regular Customers
13267,3,19,4521.49,3,Loyal Customers
13268,18,11,3214.69,0,Regular Customers
13269,1,15,5346.2300000000005,3,Loyal Customers
13270,366,1,590.0,1,At Risk / Lost
13271,37,1,217.38,0,Regular Customers
13272,31,2,276.56,0,Regular Customers
13273,113,1,138.98,0,Regular Customers
13276,64,2,590.9300000000001,0,Regular Customers
13277,16,4,258.4,0,Regular Customers
13278,41,1,542.73,0,Regular Customers
13279,78,1,137.75,0,Regular Customers
13280,122,3,814.86,0,Regular Customers
13282,18,3,1132.14,0,Regular Customers
13283,60,2,93.66,0,Regular Customers
13284,331,1,201.19,1,At Risk / Lost
13285,23,4,2709.12,0,Regular Customers
13291,156,1,361.11,1,At Risk / Lost
13292,39,2,578.94,0,Regular Customers
13294,190,2,873.74,1,At Risk / Lost
13295,360,1,201.2,1,At Risk / Lost
13296,137,1,87.4,0,Regular Customers
13297,8,4,2089.85,0,Regular Customers
13298,1,1,360.0,0,Regular Customers
13299,268,1,142.5,1,At Risk / Lost
13300,169,1,371.89,1,At Risk / Lost
13301,104,4,618.09,0,Regular Customers
13302,155,1,63.75,1,At Risk / Lost
13304,351,1,300.42,1,At Risk / Lost
13305,4,10,2000.86,0,Regular Customers
13307,120,1,15.0,0,Regular Customers
13308,23,3,1385.51,0,Regular Customers
13309,7,5,1456.79,0,Regular Customers
13310,28,3,1132.03,0,Regular Customers
13311,4,2,598.57,0,Regular Customers
13313,22,5,1555.3200000000002,0,Regular Customers
13314,2,3,775.94,0,Regular Customers
13316,37,4,5977.73,0,Regular Customers
13317,66,6,2273.68,0,Regular Customers
13318,1,3,640.76,0,Regular Customers
13319,5,26,10845.55,3,Loyal Customers
13320,78,4,1548.7,0,Regular Customers
13321,72,2,567.36,0,Regular Customers
13322,17,1,199.48,0,Regular Customers
13323,3,5,787.85,0,Regular Customers
13324,36,10,7121.95,0,Regular Customers
13325,82,1,675.3,0,Regular Customers
13327,39,8,3627.77,0,Regular Customers
13328,316,1,1308.48,1,At Risk / Lost
13329,32,2,789.0,0,Regular Customers
13330,93,3,1140.93,0,Regular Customers
13332,14,1,350.90000000000003,0,Regular Customers
13334,82,3,3536.82,0,Regular Customers
13336,77,1,795.12,0,Regular Customers
13338,158,1,487.02,1,At Risk / Lost
13339,201,1,860.12,1,At Risk / Lost
13340,45,7,10736.48,0,Regular Customers
13341,261,1,775.85,1,At Risk / Lost
13343,178,1,353.43,1,At Risk / Lost
13344,68,3,2543.7200000000003,0,Regular Customers
13345,288,1,389.5,1,At Risk / Lost
13347,70,1,341.36,0,Regular Customers
13348,64,1,233.76,0,Regular Customers
13349,11,1,247.32,0,Regular Customers
13350,16,2,979.12,0,Regular Customers
13351,66,1,373.94,0,Regular Customers
13352,60,1,397.98,0,Regular Customers
13354,71,1,743.53,0,Regular Customers
13355,122,1,674.7,0,Regular Customers
13356,80,1,768.24,0,Regular Customers
13357,257,1,609.95,1,At Risk / Lost
13358,269,1,439.03,1,At Risk / Lost
13359,64,1,439.56,0,Regular Customers
13362,9,4,3090.74,0,Regular Customers
13363,18,2,992.5,0,Regular Customers
13364,71,1,134.96,0,Regular Customers
13365,34,2,2225.37,0,Regular Customers
13366,50,1,56.16,0,Regular Customers
13368,257,2,623.4,1,At Risk / Lost
13369,366,1,308.28000000000003,1,At Risk / Lost
13370,372,1,754.87,1,At Risk / Lost
13372,90,1,378.64,0,Regular Customers
13373,61,3,3312.25,0,Regular Customers
13375,89,1,778.65,0,Regular Customers
13376,99,3,1019.76,0,Regular Customers
13379,26,3,572.56,0,Regular Customers
13381,32,6,3639.31,0,Regular Customers
13382,281,1,222.99,1,At Risk / Lost
13384,31,7,4151.93,0,Regular Customers
13385,330,1,534.57,1,At Risk / Lost
13388,131,2,677.1,0,Regular Customers
13389,11,3,797.96,0,Regular Customers
13390,75,1,544.08,0,Regular Customers
13391,204,1,59.8,1,At Risk / Lost
13394,2,8,2520.02,0,Regular Customers
13395,185,1,307.72,1,At Risk / Lost
13396,29,2,1360.99,0,Regular Customers
13397,73,5,1544.13,0,Regular Customers
13398,192,1,457.34,1,At Risk / Lost
13402,127,2,621.23,0,Regular Customers
13403,18,1,75.0,0,Regular Customers
13404,1,2,252.49,0,Regular Customers
13405,74,3,572.451,0,Regular Customers
13408,2,62,28117.04,3,Loyal Customers
13410,24,5,1003.06,0,Regular Customers
13411,107,1,213.55,0,Regular Customers
13414,134,3,1390.5,0,Regular Customers
13416,44,2,712.5,0,Regular Customers
13417,5,2,640.83,0,Regular Customers
13418,12,18,6127.43,3,Loyal Customers
13419,64,1,221.06,0,Regular Customers
13420,150,2,159.85,1,At Risk / Lost
13421,40,2,1851.08,0,Regular Customers
13422,64,1,2626.3,0,Regular Customers
13425,108,3,1624.21,0,Regular Customers
13426,1,10,3641.32,0,Regular Customers
13427,19,3,582.6,0,Regular Customers
13428,10,1,218.47,0,Regular Customers
13429,11,4,1006.8,0,Regular Customers
13430,19,2,679.45,0,Regular Customers
13431,67,2,1269.1,0,Regular Customers
13434,74,2,534.24,0,Regular Customers
13435,5,7,3809.89,0,Regular Customers
13436,2,1,196.89,0,Regular Customers
13437,14,7,3408.06,0,Regular Customers
13439,255,1,283.71,1,At Risk / Lost
13441,92,1,296.64,0,Regular Customers
13447,23,3,1129.14,0,Regular Customers
13448,17,6,3539.3700000000003,0,Regular Customers
13449,24,1,291.88,0,Regular Customers
13450,27,6,2043.72,0,Regular Customers
13451,26,5,2976.15,0,Regular Customers
13452,259,2,590.0,1,At Risk / Lost
13453,166,2,356.98,1,At Risk / Lost
13455,25,2,1058.34,0,Regular Customers
13456,18,6,1766.72,0,Regular Customers
13458,7,14,9646.57,3,Loyal Customers
13460,29,2,183.44,0,Regular Customers
13461,39,3,1445.0,0,Regular Customers
13462,253,1,151.5,1,At Risk / Lost
13464,58,1,674.68,0,Regular Customers
13466,184,1,307.90000000000003,1,At Risk / Lost
13467,11,2,1083.71,0,Regular Customers
13468,2,37,5704.97,3,Loyal Customers
13470,99,2,165.0,0,Regular Customers
13471,1,4,2531.58,0,Regular Customers
13473,61,2,422.64,0,Regular Customers
13474,236,1,229.59,1,At Risk / Lost
13475,191,4,1431.78,1,At Risk / Lost
13476,179,2,1238.47,1,At Risk / Lost
13477,38,6,1454.58,0,Regular Customers
13479,201,2,300.95,1,At Risk / Lost
13481,46,5,1804.56,0,Regular Customers
13482,232,1,184.64,1,At Risk / Lost
13483,66,1,140.34,0,Regular Customers
13484,241,1,313.8,1,At Risk / Lost
13485,233,1,454.24,1,At Risk / Lost
13486,78,3,1122.41,0,Regular Customers
13487,58,3,575.4,0,Regular Customers
13488,17,13,8968.31,3,Loyal Customers
13489,105,4,449.52,0,Regular Customers
13491,52,10,1215.82,0,Regular Customers
13492,136,3,1269.84,0,Regular Customers
13493,275,2,618.63,1,At Risk / Lost
13494,312,1,316.26000000000005,1,At Risk / Lost
13495,8,5,2044.87,0,Regular Customers
13496,11,2,653.33,0,Regular Customers
13497,283,2,348.05,1,At Risk / Lost
13499,18,5,1159.11,0,Regular Customers
13500,23,3,1166.77,0,Regular Customers
13501,288,1,1340.32,1,At Risk / Lost
13502,17,3,292.0,0,Regular Customers
13503,71,1,216.85,0,Regular Customers
13504,64,1,295.93,0,Regular Customers
13505,73,4,4393.63,0,Regular Customers
13506,316,2,458.52,1,At Risk / Lost
13507,3,4,2479.16,0,Regular Customers
13508,244,1,110.97,1,At Risk / Lost
13509,9,7,979.72,0,Regular Customers
13510,1,4,1791.56,0,Regular Customers
13512,261,1,251.21,1,At Risk / Lost
13513,127,1,205.1,0,Regular Customers
13514,74,1,152.20000000000002,0,Regular Customers
13515,73,4,891.12,0,Regular Customers
13516,21,3,1389.41,0,Regular Customers
13517,60,3,2128.42,0,Regular Customers
13518,86,1,659.44,0,Regular Customers
13519,78,1,122.75,0,Regular Customers
13520,59,6,3624.35,0,Regular Customers
13521,1,3,1093.65,0,Regular Customers
13522,30,1,125.8,0,Regular Customers
13523,33,5,3964.88,0,Regular Customers
13524,41,5,680.1800000000001,0,Regular Customers
13525,15,2,628.78,0,Regular Customers
13527,34,7,2287.51,0,Regular Customers
13529,79,2,307.76,0,Regular Customers
13531,205,2,483.8,1,At Risk / Lost
13532,34,1,210.31,0,Regular Customers
13533,183,3,270.79,1,At Risk / Lost
13534,2,25,5870.08,3,Loyal Customers
13536,1,7,3448.29,0,Regular Customers
13538,43,7,1280.85,0,Regular Customers
13539,86,3,631.34,0,Regular Customers
13544,40,2,291.41,0,Regular Customers
13546,12,3,626.99,0,Regular Customers
13548,96,2,682.41,0,Regular Customers
13549,26,7,918.2,0,Regular Customers
13551,319,1,91.8,1,At Risk / Lost
13552,66,12,3740.07,0,Regular Customers
13555,74,4,4149.28,0,Regular Customers
13557,28,2,584.0600000000001,0,Regular Customers
13558,6,4,605.06,0,Regular Customers
13560,7,1,174.37,0,Regular Customers
13561,216,1,141.86,1,At Risk / Lost
13562,82,3,1799.3300000000002,0,Regular Customers
13563,84,2,777.53,0,Regular Customers
13564,144,3,1749.02,0,Regular Customers
13565,19,2,240.22,0,Regular Customers
13566,41,2,874.71,0,Regular Customers
13568,173,1,192.85,1,At Risk / Lost
13569,17,2,373.75,0,Regular Customers
13570,243,1,239.49,1,At Risk / Lost
13571,13,12,2092.32,0,Regular Customers
13572,206,1,1384.25,1,At Risk / Lost
13573,50,2,294.40000000000003,0,Regular Customers
13575,23,5,732.07,0,Regular Customers
13576,10,18,6717.34,3,Loyal Customers
13577,25,4,1687.6,0,Regular Customers
13579,15,2,467.04,0,Regular Customers
13581,309,1,118.0,1,At Risk / Lost
13583,156,1,781.03,1,At Risk / Lost
13584,307,1,142.4,1,At Risk / Lost
13587,64,1,712.4,0,Regular Customers
13588,16,9,2478.95,0,Regular Customers
13589,15,2,379.65,0,Regular Customers
13590,11,6,1981.92,0,Regular Customers
13591,65,3,1117.13,0,Regular Customers
13592,36,4,247.96,0,Regular Customers
13593,108,5,2037.08,0,Regular Customers
13594,53,1,396.97,0,Regular Customers
13596,6,2,697.04,0,Regular Customers
13598,47,1,180.17,0,Regular Customers
13599,1,21,5153.67,3,Loyal Customers
13600,312,1,219.52,1,At Risk / Lost
13601,45,2,693.32,0,Regular Customers
13602,65,1,428.89,0,Regular Customers
13603,26,1,164.34,0,Regular Customers
13606,29,3,280.54,0,Regular Customers
13607,40,1,678.01,0,Regular Customers
13610,12,7,1131.88,0,Regular Customers
13611,89,3,1171.8,0,Regular Customers
13614,24,4,1610.46,0,Regular Customers
13615,319,1,417.69,1,At Risk / Lost
13617,40,3,544.18,0,Regular Customers
13618,174,1,177.34,1,At Risk / Lost
13621,117,1,213.85,0,Regular Customers
13623,31,5,747.78,0,Regular Customers
13626,253,1,257.23,1,At Risk / Lost
13627,59,5,1638.47,0,Regular Customers
13629,23,11,7792.36,0,Regular Customers
13630,5,7,2031.78,0,Regular Customers
13631,100,11,3070.42,0,Regular Customers
13632,25,5,2121.27,0,Regular Customers
13634,33,5,1575.16,0,Regular Customers
13635,68,1,1071.03,0,Regular Customers
13636,37,5,949.12,0,Regular Customers
13637,52,3,810.5,0,Regular Customers
13638,16,1,122.64,0,Regular Customers
13639,74,1,1033.34,0,Regular Customers
13642,216,1,354.8,1,At Risk / Lost
13643,31,3,519.44,0,Regular Customers
13644,16,4,2624.26,0,Regular Customers
13645,120,1,252.1,0,Regular Customers
13647,10,4,1678.12,0,Regular Customers
13649,257,2,346.6,1,At Risk / Lost
13650,17,6,1836.34,0,Regular Customers
13651,35,2,94.2,0,Regular Customers
13652,46,3,1095.08,0,Regular Customers
13654,43,6,2707.33,0,Regular Customers
13655,114,2,932.97,0,Regular Customers
13656,165,2,379.65,1,At Risk / Lost
13657,11,2,382.14,0,Regular Customers
13658,10,5,2639.17,0,Regular Customers
13659,206,2,1573.2,1,At Risk / Lost
13662,86,3,897.76,0,Regular Customers
13663,179,1,189.47,1,At Risk / Lost
13666,60,3,84.65,0,Regular Customers
13667,149,1,305.02,1,At Risk / Lost
13668,3,21,6363.59,3,Loyal Customers
13669,51,2,218.55,0,Regular Customers
13670,75,1,349.7,0,Regular Customers
13672,301,2,186.39,1,At Risk / Lost
13673,19,2,396.92,0,Regular Customers
13675,151,2,486.8200000000001,1,At Risk / Lost
13678,152,1,232.6,1,At Risk / Lost
13680,1,4,3722.42,0,Regular Customers
13681,18,4,827.83,0,Regular Customers
13682,187,1,59.5,1,At Risk / Lost
13684,286,1,67.23,1,At Risk / Lost
13685,3,7,3119.44,0,Regular Customers
13686,183,1,72.0,1,At Risk / Lost
13689,63,1,910.0,0,Regular Customers
13690,59,1,172.25,0,Regular Customers
13692,25,3,1488.32,0,Regular Customers
13694,4,50,65039.62,3,Loyal Customers
13695,31,15,2504.13,0,Regular Customers
13697,39,1,151.3,0,Regular Customers
13699,155,1,308.58000000000004,1,At Risk / Lost
13700,26,10,2265.12,0,Regular Customers
13703,318,1,99.5,1,At Risk / Lost
13704,5,9,2308.06,0,Regular Customers
13705,8,3,711.86,0,Regular Customers
13706,303,1,330.79,1,At Risk / Lost
13707,267,2,806.41,1,At Risk / Lost
13708,271,1,296.88,1,At Risk / Lost
13709,4,13,6328.05,0,Regular Customers
13710,32,1,180.48,0,Regular Customers
13711,219,2,252.06,1,At Risk / Lost
13712,247,1,228.84,1,At Risk / Lost
13715,281,5,1079.34,1,At Risk / Lost
13716,269,1,138.28,1,At Risk / Lost
13717,32,6,1445.01,0,Regular Customers
13718,246,2,306.55,1,At Risk / Lost
13719,15,5,1041.68,0,Regular Customers
13720,117,4,799.9,0,Regular Customers
13721,36,1,524.14,0,Regular Customers
13722,132,3,2375.41,0,Regular Customers
13723,217,1,199.85,1,At Risk / Lost
13725,50,8,1980.56,0,Regular Customers
13726,39,2,1079.66,0,Regular Customers
13727,29,2,333.48,0,Regular Customers
13728,37,6,1016.14,0,Regular Customers
13730,136,2,752.6,0,Regular Customers
13731,219,2,610.59,1,At Risk / Lost
13732,28,1,491.86,0,Regular Customers
13735,25,4,2885.24,0,Regular Customers
13736,5,2,731.9,0,Regular Customers
13737,200,1,339.6,1,At Risk / Lost
13739,18,1,216.9,0,Regular Customers
13740,241,1,350.75,1,At Risk / Lost
13741,72,3,668.4300000000001,0,Regular Customers
13742,17,12,3131.02,0,Regular Customers
13743,3,7,1341.6,0,Regular Customers
13744,95,2,1156.36,0,Regular Customers
13745,162,1,300.04,1,At Risk / Lost
13747,374,1,79.6,1,At Risk / Lost
13748,96,5,948.25,0,Regular Customers
13750,54,5,1647.26,0,Regular Customers
13751,288,1,296.25,1,At Risk / Lost
13752,124,6,1186.28,0,Regular Customers
13753,288,1,741.26,1,At Risk / Lost
13754,152,2,282.6,1,At Risk / Lost
13755,4,9,2161.35,0,Regular Customers
13756,2,14,5189.52,3,Loyal Customers
13758,12,7,3190.55,0,Regular Customers
13759,33,2,659.4100000000001,0,Regular Customers
13760,54,2,286.79,0,Regular Customers
13761,50,2,1070.65,0,Regular Customers
13762,219,1,306.72,1,At Risk / Lost
13763,63,1,1714.96,0,Regular Customers
13764,71,3,1521.76,0,Regular Customers
13767,2,37,17220.36,3,Loyal Customers
13769,2,10,2796.51,0,Regular Customers
13771,64,4,2634.45,0,Regular Customers
13772,34,3,1132.13,0,Regular Customers
13774,82,1,345.0,0,Regular Customers
13777,1,33,25977.16,3,Loyal Customers
13778,103,1,178.7,0,Regular Customers
13780,7,2,360.01,0,Regular Customers
13781,251,1,127.84,1,At Risk / Lost
13782,13,6,912.0,0,Regular Customers
13784,10,11,2462.79,0,Regular Customers
13786,367,1,230.4,1,At Risk / Lost
13787,76,2,309.04,0,Regular Customers
13790,4,1,348.79999999999995,0,Regular Customers
13791,128,2,1516.0,0,Regular Customers
13792,66,2,195.55,0,Regular Customers
13798,1,57,37153.85,3,Loyal Customers
13799,117,2,688.86,0,Regular Customers
13800,310,1,558.32,1,At Risk / Lost
13801,67,1,324.8,0,Regular Customers
13802,139,3,4599.42,0,Regular Customers
13803,255,1,277.07,1,At Risk / Lost
13804,31,7,2635.79,0,Regular Customers
13805,52,2,924.6,0,Regular Customers
13806,64,1,256.38,0,Regular Customers
13807,367,1,112.6,1,At Risk / Lost
13808,6,5,1747.66,0,Regular Customers
13809,305,1,155.05,1,At Risk / Lost
13810,29,3,1499.01,0,Regular Customers
13811,184,3,814.5,1,At Risk / Lost
13812,42,3,539.0,0,Regular Customers
13813,40,4,1366.86,0,Regular Customers
13814,92,2,1579.12,0,Regular Customers
13815,22,4,4027.36,0,Regular Customers
13816,24,2,571.6700000000001,0,Regular Customers
13817,29,2,382.98,0,Regular Customers
13819,302,3,1140.35,1,At Risk / Lost
13821,145,2,385.64,1,At Risk / Lost
13822,6,2,632.0,0,Regular Customers
13823,19,2,957.66,0,Regular Customers
13824,33,5,1698.94,0,Regular Customers
13826,176,1,189.5,1,At Risk / Lost
13827,58,3,412.05,0,Regular Customers
13828,22,1,209.49,0,Regular Customers
13831,16,6,2202.99,0,Regular Customers
13832,19,1,52.2,0,Regular Customers
13833,159,1,384.8,1,At Risk / Lost
13835,25,4,834.57,0,Regular Customers
13837,212,2,271.24,1,At Risk / Lost
13838,6,4,691.73,0,Regular Customers
13841,253,1,85.0,1,At Risk / Lost
13842,59,9,3385.62,0,Regular Customers
13844,11,1,361.62,0,Regular Customers
13845,65,1,312.98,0,Regular Customers
13846,25,3,865.0600000000001,0,Regular Customers
13848,92,3,1255.0,0,Regular Customers
13849,52,2,1537.95,0,Regular Customers
13850,129,1,1595.48,0,Regular Customers
13851,96,3,2651.46,0,Regular Customers
13853,57,1,1090.14,0,Regular Customers
13854,9,25,8109.519999999999,3,Loyal Customers
13856,169,3,388.5,1,At Risk / Lost
13858,57,1,216.17,0,Regular Customers
13859,326,1,201.16,1,At Risk / Lost
13860,1,5,1245.9,0,Regular Customers
13862,18,8,2209.36,0,Regular Customers
13863,248,1,305.78,1,At Risk / Lost
13865,58,4,501.56,0,Regular Customers
13866,74,1,145.67,0,Regular Customers
13867,31,3,1015.29,0,Regular Customers
13868,7,2,3192.54,0,Regular Customers
13869,123,4,3104.9500000000003,0,Regular Customers
13870,2,8,2770.94,0,Regular Customers
13871,23,13,6403.25,0,Regular Customers
13873,120,3,389.6,0,Regular Customers
13874,358,1,540.45,1,At Risk / Lost
13875,54,5,1786.79,0,Regular Customers
13876,64,1,122.7,0,Regular Customers
13877,86,1,117.24,0,Regular Customers
13878,55,1,1281.53,0,Regular Customers
13880,21,13,3219.77,0,Regular Customers
13881,4,20,17159.52,3,Loyal Customers
13882,3,5,1191.13,0,Regular Customers
13883,11,5,2674.48,0,Regular Customers
13884,7,5,787.6,0,Regular Customers
13885,189,2,506.8,1,At Risk / Lost
13886,71,1,243.56,0,Regular Customers
13887,204,1,349.55,1,At Risk / Lost
13888,120,2,605.63,0,Regular Customers
13889,93,1,416.9,0,Regular Customers
13890,1,10,1883.81,0,Regular Customers
13892,27,4,632.97,0,Regular Customers
13893,298,1,821.1,1,At Risk / Lost
13894,24,3,564.62,0,Regular Customers
13895,28,4,2593.07,0,Regular Customers
13897,50,1,311.16,0,Regular Customers
13898,326,1,155.93,1,At Risk / Lost
13899,16,2,388.52,0,Regular Customers
13900,183,3,740.95,1,At Risk / Lost
13901,72,5,2867.2000000000003,0,Regular Customers
13904,37,2,332.64,0,Regular Customers
13908,80,4,2369.55,0,Regular Customers
13911,57,9,2580.91,0,Regular Customers
13914,12,2,626.45,0,Regular Customers
13917,50,2,272.04,0,Regular Customers
13918,50,2,1212.84,0,Regular Customers
13919,59,2,384.81,0,Regular Customers
13922,352,1,172.25,1,At Risk / Lost
13923,54,1,351.13,0,Regular Customers
13924,2,6,1838.85,0,Regular Customers
13925,93,4,678.25,0,Regular Customers
13926,23,1,223.85,0,Regular Customers
13927,75,1,348.99,0,Regular Customers
13928,11,4,464.57,0,Regular Customers
13929,169,2,842.65,1,At Risk / Lost
13930,58,2,337.34,0,Regular Customers
13931,96,2,1237.53,0,Regular Customers
13932,295,1,307.4,1,At Risk / Lost
13933,109,2,608.79,0,Regular Customers
13934,264,1,922.1,1,At Risk / Lost
13936,180,1,376.58,1,At Risk / Lost
13937,169,1,158.85,1,At Risk / Lost
13938,35,1,71.66,0,Regular Customers
13939,23,3,568.55,0,Regular Customers
13940,17,4,839.14,0,Regular Customers
13941,22,5,5112.96,0,Regular Customers
13946,79,3,561.57,0,Regular Customers
13947,65,1,90.6,0,Regular Customers
13948,361,1,102.0,1,At Risk / Lost
13949,3,6,2427.32,0,Regular Customers
13950,11,4,745.0600000000001,0,Regular Customers
13951,176,3,674.45,1,At Risk / Lost
13952,218,2,3251.071,1,At Risk / Lost
13953,7,7,3515.68,0,Regular Customers
13954,2,2,439.92,0,Regular Customers
13955,154,2,322.96,1,At Risk / Lost
13956,5,5,1026.42,0,Regular Customers
13959,79,3,598.2,0,Regular Customers
13960,21,2,230.22,0,Regular Customers
13962,22,2,169.54999999999998,0,Regular Customers
13963,308,4,664.54,1,At Risk / Lost
13967,146,1,80.7,1,At Risk / Lost
13969,7,18,9053.94,3,Loyal Customers
13971,19,8,2758.26,0,Regular Customers
13972,71,2,190.25,0,Regular Customers
13973,287,1,264.7,1,At Risk / Lost
13974,49,1,413.59,0,Regular Customers
13975,31,6,2526.28,0,Regular Customers
13976,207,1,357.98,1,At Risk / Lost
13978,15,2,196.79,0,Regular Customers
13979,73,1,869.87,0,Regular Customers
13980,60,1,200.14,0,Regular Customers
13982,39,4,1871.81,0,Regular Customers
13983,30,12,2603.43,0,Regular Customers
13984,27,5,920.51,0,Regular Customers
13985,4,15,7060.13,3,Loyal Customers
13986,17,1,320.46,0,Regular Customers
13988,20,6,4147.96,0,Regular Customers
13989,66,2,1266.08,0,Regular Customers
13990,213,1,311.3,1,At Risk / Lost
13991,12,6,855.97,0,Regular Customers
13992,30,1,76.8,0,Regular Customers
13993,43,9,3466.36,0,Regular Customers
13994,4,6,2313.14,0,Regular Customers
13995,15,5,1393.69,0,Regular Customers
13999,10,12,3901.81,0,Regular Customers
14000,211,1,635.66,1,At Risk / Lost
14001,46,3,2043.08,0,Regular Customers
14002,134,2,529.73,0,Regular Customers
14004,43,7,4582.64,0,Regular Customers
14005,10,5,2874.72,0,Regular Customers
14006,116,3,962.19,0,Regular Customers
14009,198,2,695.61,1,At Risk / Lost
14012,278,1,328.8,1,At Risk / Lost
14013,110,3,473.02,0,Regular Customers
14014,77,1,505.18,0,Regular Customers
14015,53,1,917.34,0,Regular Customers
14016,162,4,4341.21,1,At Risk / Lost
14019,47,3,1421.61,0,Regular Customers
14020,17,2,642.8,0,Regular Customers
14021,155,3,631.9,1,At Risk / Lost
14022,225,1,440.0,1,At Risk / Lost
14023,7,2,584.07,0,Regular Customers
14024,122,2,327.7,0,Regular Customers
14027,61,1,104.82,0,Regular Customers
14029,63,2,467.66,0,Regular Customers
14030,18,8,2360.09,0,Regular Customers
14031,7,19,17286.86,3,Loyal Customers
14032,2,11,2975.59,0,Regular Customers
14034,22,3,651.8199999999999,0,Regular Customers
14035,29,5,1428.02,0,Regular Customers
14036,285,1,626.65,1,At Risk / Lost
14037,176,2,147.20000000000002,1,At Risk / Lost
14038,78,3,1560.38,0,Regular Customers
14039,33,1,152.2,0,Regular Customers
14040,41,12,3614.92,0,Regular Customers
14041,266,1,141.41,1,At Risk / Lost
14044,27,4,652.82,0,Regular Customers
14045,109,4,1659.75,0,Regular Customers
14046,284,1,154.99,1,At Risk / Lost
14047,9,5,1308.61,0,Regular Customers
14048,305,1,409.93,1,At Risk / Lost
14049,17,4,5681.72,0,Regular Customers
14050,32,2,746.36,0,Regular Customers
14051,1,23,15610.39,3,Loyal Customers
14052,20,1,225.36,0,Regular Customers
14053,124,2,260.25,0,Regular Customers
14054,65,1,92.46,0,Regular Customers
14055,106,1,725.6400000000001,0,Regular Customers
14056,1,23,8214.65,3,Loyal Customers
14057,24,17,6217.96,3,Loyal Customers
14059,267,1,183.6,1,At Risk / Lost
14060,5,19,6140.42,3,Loyal Customers
14062,10,12,10464.85,3,Loyal Customers
14064,29,5,1353.74,0,Regular Customers
14066,267,1,152.55,1,At Risk / Lost
14067,64,2,374.7,0,Regular Customers
14068,320,1,265.85,1,At Risk / Lost
14071,4,8,1438.82,0,Regular Customers
14073,32,1,151.04,0,Regular Customers
14075,5,3,942.26,0,Regular Customers
14076,129,1,122.47,0,Regular Customers
14077,41,5,499.42,0,Regular Customers
14078,102,6,1049.37,0,Regular Customers
14079,125,1,375.1,0,Regular Customers
14080,33,1,45.6,0,Regular Customers
14081,302,2,934.52,1,At Risk / Lost
14082,365,1,182.25,1,At Risk / Lost
14083,4,9,1018.43,0,Regular Customers
14085,2,18,4448.54,3,Loyal Customers
14087,3,1,194.42,0,Regular Customers
14088,10,13,50491.81,3,Loyal Customers
14089,57,1,161.0,0,Regular Customers
14090,325,1,76.32000000000001,1,At Risk / Lost
14092,8,14,4076.91,0,Regular Customers
14093,12,1,442.85,0,Regular Customers
14096,4,17,65164.79,3,Loyal Customers
14098,37,1,147.35,0,Regular Customers
14099,16,11,3104.17,0,Regular Customers
14100,138,1,194.9,0,Regular Customers
14101,74,6,5976.79,0,Regular Customers
14102,5,5,1360.28,0,Regular Customers
14104,155,2,216.21,1,At Risk / Lost
14105,239,1,1266.23,1,At Risk / Lost
14107,52,7,2703.23,0,Regular Customers
14108,31,2,597.91,0,Regular Customers
14109,73,1,144.2,0,Regular Customers
14110,4,12,5683.15,0,Regular Customers
14111,14,4,692.85,0,Regular Customers
14112,23,7,2915.15,0,Regular Customers
14113,4,4,1840.42,0,Regular Customers
14114,274,2,386.53,1,At Risk / Lost
14116,20,5,1382.74,0,Regular Customers
14117,144,1,90.0,1,At Risk / Lost
14121,4,4,2780.15,0,Regular Customers
14124,84,1,419.58,0,Regular Customers
14125,11,3,2740.43,0,Regular Customers
14126,8,3,706.1300000000001,0,Regular Customers
14127,123,3,709.71,0,Regular Customers
14128,61,2,637.5,0,Regular Customers
14129,2,5,1123.86,0,Regular Customers
14130,319,1,483.86,1,At Risk / Lost
14132,2,11,3586.03,0,Regular Customers
14133,130,3,605.64,0,Regular Customers
