ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-04-26,25395.34950231738,6709.946671115431,51194.706645553706,25395.34950231738,25395.34950231738,1972.9709727244597,1972.9709727244597,1972.9709727244597,1972.9709727244597,1972.9709727244597,1972.9709727244597,0.0,0.0,0.0,27368.320475041837
2011-04-27,25410.113404945598,3016.431900690865,47022.59701012432,25410.113404945598,25410.113404945598,-755.7533500318054,-755.7533500318054,-755.7533500318054,-755.7533500318054,-755.7533500318054,-755.7533500318054,0.0,0.0,0.0,24654.360054913792
2011-04-28,25424.87730757382,10752.013952645515,51474.61894043846,25424.87730757382,25424.87730757382,6543.299796535888,6543.299796535888,6543.299796535888,6543.299796535888,6543.299796535888,6543.299796535888,0.0,0.0,0.0,31968.17710410971
2011-05-01,25469.169015458483,-12436.695152807744,32835.2431845283,25469.169015458483,25469.169015458483,-14924.628285723657,-14924.628285723657,-14924.628285723657,-14924.628285723657,-14924.628285723657,-14924.628285723657,0.0,0.0,0.0,10544.540729734827
2011-05-03,25498.69682071493,3571.323850934052,49547.87813227505,25498.69682071493,25498.69682071493,1972.970972683056,1972.970972683056,1972.970972683056,1972.970972683056,1972.970972683056,1972.970972683056,0.0,0.0,0.0,27471.667793397984
2011-05-04,25513.477071671077,2743.7338167120024,47906.683460360044,25513.477071671077,25513.477071671077,-755.7533499923316,-755.7533499923316,-755.7533499923316,-755.7533499923316,-755.7533499923316,-755.7533499923316,0.0,0.0,0.0,24757.723721678747
2011-05-05,25528.25732262722,9152.840836804755,55171.60913887691,25528.25732262722,25528.25732262722,6543.299796540725,6543.299796540725,6543.299796540725,6543.299796540725,6543.299796540725,6543.299796540725,0.0,0.0,0.0,32071.55711916795
2011-05-06,25543.037573583366,513.2641653480414,47325.98638133545,25543.037573583366,25543.037573583366,-1481.1376453607334,-1481.1376453607334,-1481.1376453607334,-1481.1376453607334,-1481.1376453607334,-1481.1376453607334,0.0,0.0,0.0,24061.899928222632
2011-05-08,25572.598075495654,-12379.875839836466,34707.019248559394,25572.598075495654,25572.598075495654,-14924.628285721308,-14924.628285721308,-14924.628285721308,-14924.628285721308,-14924.628285721308,-14924.628285721308,0.0,0.0,0.0,10647.969789774346
2011-05-09,25587.378326451802,369.6829407838197,43784.65912404856,25587.378326451802,25587.378326451802,-2002.8833339059468,-2002.8833339059468,-2002.8833339059468,-2002.8833339059468,-2002.8833339059468,-2002.8833339059468,0.0,0.0,0.0,23584.494992545857
2011-05-10,25602.158577407947,4322.480074876781,49836.57995418308,25602.158577407947,25602.158577407947,1972.970972689915,1972.970972689915,1972.970972689915,1972.970972689915,1972.970972689915,1972.970972689915,0.0,0.0,0.0,27575.129550097863
2011-05-11,25616.93882836409,1275.0872712846667,47281.48516370094,25616.93882836409,25616.93882836409,-755.7533499994627,-755.7533499994627,-755.7533499994627,-755.7533499994627,-755.7533499994627,-755.7533499994627,0.0,0.0,0.0,24861.185478364627
2011-05-12,25631.719079320235,6799.8323915829105,54652.59113568516,25631.719079320235,25631.719079320235,6543.299796552602,6543.299796552602,6543.299796552602,6543.299796552602,6543.299796552602,6543.299796552602,0.0,0.0,0.0,32175.018875872836
2011-05-13,25646.49933027638,1123.702020990658,46720.7365281073,25646.49933027638,25646.49933027638,-1481.1376453623068,-1481.1376453623068,-1481.1376453623068,-1481.1376453623068,-1481.1376453623068,-1481.1376453623068,0.0,0.0,0.0,24165.361684914074
2011-05-15,25676.451499967145,-11389.680785316401,33438.951730493514,25676.451499967145,25676.451499967145,-14924.628285750778,-14924.628285750778,-14924.628285750778,-14924.628285750778,-14924.628285750778,-14924.628285750778,0.0,0.0,0.0,10751.823214216367
2011-05-16,25691.42758481253,-774.220303653883,46963.62797367008,25691.42758481253,25691.42758481253,-2002.88333392921,-2002.88333392921,-2002.88333392921,-2002.88333392921,-2002.88333392921,-2002.88333392921,0.0,0.0,0.0,23688.54425088332
2011-05-17,25706.403669657913,6526.707091927186,50231.900139766054,25706.403669657913,25706.403669657913,1972.970972706861,1972.970972706861,1972.970972706861,1972.970972706861,1972.970972706861,1972.970972706861,0.0,0.0,0.0,27679.374642364775
2011-05-18,25721.379754503294,1610.8604913036982,46989.685458497,25721.379754503294,25721.379754503294,-755.7533500150932,-755.7533500150932,-755.7533500150932,-755.7533500150932,-755.7533500150932,-755.7533500150932,0.0,0.0,0.0,24965.6264044882
2011-05-19,25736.35583934868,9917.36929311391,55622.20234291683,25736.35583934868,25736.35583934868,6543.299796557437,6543.299796557437,6543.299796557437,6543.299796557437,6543.299796557437,6543.299796557437,0.0,0.0,0.0,32279.655635906114
2011-05-20,25751.33192419406,2173.437225001258,45194.380897102834,25751.33192419406,25751.33192419406,-1481.1376453452067,-1481.1376453452067,-1481.1376453452067,-1481.1376453452067,-1481.1376453452067,-1481.1376453452067,0.0,0.0,0.0,24270.194278848852
2011-05-22,25781.284093884824,-12693.471050721291,33066.66735583514,25781.284093884824,25781.284093884824,-14924.628285734949,-14924.628285734949,-14924.628285734949,-14924.628285734949,-14924.628285734949,-14924.628285734949,0.0,0.0,0.0,10856.655808149875
2011-05-23,25796.260178730212,655.2066715199078,47481.45428307913,25796.260178730212,25796.260178730212,-2002.8833339338316,-2002.8833339338316,-2002.8833339338316,-2002.8833339338316,-2002.8833339338316,-2002.8833339338316,0.0,0.0,0.0,23793.37684479638
2011-05-24,25811.236263575593,4411.64951196517,51439.84972132844,25811.236263575593,25811.236263575593,1972.9709727238069,1972.9709727238069,1972.9709727238069,1972.9709727238069,1972.9709727238069,1972.9709727238069,0.0,0.0,0.0,27784.2072362994
2011-05-25,25826.212348420973,2266.369052501714,49496.17115923711,25826.212348420973,25826.212348420973,-755.7533499756197,-755.7533499756197,-755.7533499756197,-755.7533499756197,-755.7533499756197,-755.7533499756197,0.0,0.0,0.0,25070.458998445352
2011-05-26,25841.188436409728,10915.152955327583,54575.520720287386,25841.188436409728,25841.188436409728,6543.2997965622735,6543.2997965622735,6543.2997965622735,6543.2997965622735,6543.2997965622735,6543.2997965622735,0.0,0.0,0.0,32384.488232972002
2011-05-27,25856.164524398486,3042.4844138039957,48251.65940118178,25856.164524398486,25856.164524398486,-1481.1376453541532,-1481.1376453541532,-1481.1376453541532,-1481.1376453541532,-1481.1376453541532,-1481.1376453541532,0.0,0.0,0.0,24375.026879044333
2011-05-29,25886.116700376,-13618.169750290153,33744.98638688498,25886.116700376,25886.116700376,-14924.628285732604,-14924.628285732604,-14924.628285732604,-14924.628285732604,-14924.628285732604,-14924.628285732604,0.0,0.0,0.0,10961.488414643394
2011-05-31,25916.06887635351,4947.76366301338,50960.42024715486,25916.06887635351,25916.06887635351,1972.9709726824033,1972.9709726824033,1972.9709726824033,1972.9709726824033,1972.9709726824033,1972.9709726824033,0.0,0.0,0.0,27889.039849035915
2011-06-01,25931.044964342265,2792.1537958537283,48711.66242379246,25931.044964342265,25931.044964342265,-755.7533499827514,-755.7533499827514,-755.7533499827514,-755.7533499827514,-755.7533499827514,-755.7533499827514,0.0,0.0,0.0,25175.291614359514
2011-06-02,25946.021052331023,10170.37760307675,55032.74573428686,25946.021052331023,25946.021052331023,6543.299796574151,6543.299796574151,6543.299796574151,6543.299796574151,6543.299796574151,6543.299796574151,0.0,0.0,0.0,32489.320848905176
2011-06-03,25960.997140319778,1239.5096817572564,46345.293574746036,25960.997140319778,25960.997140319778,-1481.1376453557266,-1481.1376453557266,-1481.1376453557266,-1481.1376453557266,-1481.1376453557266,-1481.1376453557266,0.0,0.0,0.0,24479.85949496405
2011-06-05,25990.94931629729,-12639.614986103767,33590.94742546472,25990.94931629729,25990.94931629729,-14924.628285716775,-14924.628285716775,-14924.628285716775,-14924.628285716775,-14924.628285716775,-14924.628285716775,0.0,0.0,0.0,11066.321030580515
2011-06-06,26005.92540428605,325.4436668155603,46710.74547533144,26005.92540428605,26005.92540428605,-2002.8833339116763,-2002.8833339116763,-2002.8833339116763,-2002.8833339116763,-2002.8833339116763,-2002.8833339116763,0.0,0.0,0.0,24003.042070374373
2011-06-07,26020.901492274803,3915.12461761201,50036.238141110916,26020.901492274803,26020.901492274803,1972.9709726892606,1972.9709726892606,1972.9709726892606,1972.9709726892606,1972.9709726892606,1972.9709726892606,0.0,0.0,0.0,27993.872464964064
2011-06-08,26035.880575666193,2428.1582660339236,47449.08414659527,26035.880575666193,26035.880575666193,-755.7533499983814,-755.7533499983814,-755.7533499983814,-755.7533499983814,-755.7533499983814,-755.7533499983814,0.0,0.0,0.0,25280.127225667813
2011-06-09,26050.859659057587,8919.491537837139,56190.21260014774,26050.859659057587,26050.859659057587,6543.2997965860295,6543.2997965860295,6543.2997965860295,6543.2997965860295,6543.2997965860295,6543.2997965860295,0.0,0.0,0.0,32594.159455643618
2011-06-10,26065.83874244898,394.50636959804297,46333.064634102484,26065.83874244898,26065.83874244898,-1481.1376453386265,-1481.1376453386265,-1481.1376453386265,-1481.1376453386265,-1481.1376453386265,-1481.1376453386265,0.0,0.0,0.0,24584.701097110355
2011-06-12,26095.79690923177,-10813.867345222874,34343.62205929405,26095.79690923177,26095.79690923177,-14924.628285700945,-14924.628285700945,-14924.628285700945,-14924.628285700945,-14924.628285700945,-14924.628285700945,0.0,0.0,0.0,11171.168623530824
2011-06-13,26110.775992623163,1513.892477768966,46976.451812618725,26110.775992623163,26110.775992623163,-2002.8833339162966,-2002.8833339162966,-2002.8833339162966,-2002.8833339162966,-2002.8833339162966,-2002.8833339162966,0.0,0.0,0.0,24107.892658706867
2011-06-14,26125.75507601455,3595.7334004803997,52142.997665249684,26125.75507601455,26125.75507601455,1972.9709727062072,1972.9709727062072,1972.9709727062072,1972.9709727062072,1972.9709727062072,1972.9709727062072,0.0,0.0,0.0,28098.726048720757
2011-06-15,26140.734159405944,2311.1773186653136,48494.45317928499,26140.734159405944,26140.734159405944,-755.7533500055125,-755.7533500055125,-755.7533500055125,-755.7533500055125,-755.7533500055125,-755.7533500055125,0.0,0.0,0.0,25384.98080940043
2011-06-16,26155.713242797337,10714.955217224646,54691.61192424961,26155.713242797337,26155.713242797337,6543.299796556964,6543.299796556964,6543.299796556964,6543.299796556964,6543.299796556964,6543.299796556964,0.0,0.0,0.0,32699.0130393543
2011-06-17,26170.692326188728,1647.9754938585947,46678.32430748978,26170.692326188728,26170.692326188728,-1481.1376453475718,-1481.1376453475718,-1481.1376453475718,-1481.1376453475718,-1481.1376453475718,-1481.1376453475718,0.0,0.0,0.0,24689.554680841156
2011-06-19,26200.650492971523,-11182.41407191611,32565.622022083313,26200.650492971523,26200.650492971523,-14924.628285698594,-14924.628285698594,-14924.628285698594,-14924.628285698594,-14924.628285698594,-14924.628285698594,0.0,0.0,0.0,11276.022207272928
2011-06-20,26221.795244787056,2208.712834017967,46911.30437574549,26221.795244787056,26221.795244787056,-2002.883333920919,-2002.883333920919,-2002.883333920919,-2002.883333920919,-2002.883333920919,-2002.883333920919,0.0,0.0,0.0,24218.911910866136
2011-06-21,26242.939996602592,5615.669072060315,51002.35522371877,26242.939996602592,26242.939996602592,1972.9709726648043,1972.9709726648043,1972.9709726648043,1972.9709726648043,1972.9709726648043,1972.9709726648043,0.0,0.0,0.0,28215.910969267396
2011-06-22,26264.084748418132,2397.9797244073525,49902.510136636476,26264.084748418132,26264.084748418132,-755.7533500126449,-755.7533500126449,-755.7533500126449,-755.7533500126449,-755.7533500126449,-755.7533500126449,0.0,0.0,0.0,25508.331398405488
2011-06-23,26285.229500233665,8916.000662309227,55947.89891510019,26285.229500233665,26285.229500233665,6543.299796561799,6543.299796561799,6543.299796561799,6543.299796561799,6543.299796561799,6543.299796561799,0.0,0.0,0.0,32828.52929679547
2011-06-24,26306.3742520492,629.7896073274103,47388.30268194752,26306.3742520492,26306.3742520492,-1481.1376453491466,-1481.1376453491466,-1481.1376453491466,-1481.1376453491466,-1481.1376453491466,-1481.1376453491466,0.0,0.0,0.0,24825.236606700055
2011-06-26,26348.66375568027,-12457.710567894132,33878.61510376381,26348.66375568027,26348.66375568027,-14924.628285728068,-14924.628285728068,-14924.628285728068,-14924.628285728068,-14924.628285728068,-14924.628285728068,0.0,0.0,0.0,11424.035469952203
2011-06-27,26369.808507495807,112.22715058541243,47134.98216995261,26369.808507495807,26369.808507495807,-2002.8833338754991,-2002.8833338754991,-2002.8833338754991,-2002.8833338754991,-2002.8833338754991,-2002.8833338754991,0.0,0.0,0.0,24366.925173620308
2011-06-28,26390.953259311344,5355.092861698354,53107.57098643385,26390.953259311344,26390.953259311344,1972.9709726716624,1972.9709726716624,1972.9709726716624,1972.9709726716624,1972.9709726716624,1972.9709726716624,0.0,0.0,0.0,28363.924231983005
2011-06-29,26412.09801112688,2909.835363528558,48137.849959102765,26412.09801112688,26412.09801112688,-755.7533500282749,-755.7533500282749,-755.7533500282749,-755.7533500282749,-755.7533500282749,-755.7533500282749,0.0,0.0,0.0,25656.344661098607
2011-06-30,26440.465265755847,8536.635943630006,55597.345731975875,26440.465265755847,26440.465265755847,6543.299796573676,6543.299796573676,6543.299796573676,6543.299796573676,6543.299796573676,6543.299796573676,0.0,0.0,0.0,32983.76506232952
2011-07-01,26468.832520384814,1870.3131712945521,47619.6606432051,26468.832520384814,26468.832520384814,-1481.1376453507198,-1481.1376453507198,-1481.1376453507198,-1481.1376453507198,-1481.1376453507198,-1481.1376453507198,0.0,0.0,0.0,24987.694875034096
2011-07-03,26525.56702964274,-11276.330639891416,33393.63947730703,26525.56702964274,26525.56702964274,-14924.628285712239,-14924.628285712239,-14924.628285712239,-14924.628285712239,-14924.628285712239,-14924.628285712239,0.0,0.0,0.0,11600.938743930503
2011-07-04,26553.93428427171,2499.8361276839655,48224.41509288134,26553.93428427171,26553.93428427171,-2002.8833338987636,-2002.8833338987636,-2002.8833338987636,-2002.8833338987636,-2002.8833338987636,-2002.8833338987636,0.0,0.0,0.0,24551.050950372944
2011-07-05,26582.301538900672,4183.559203969277,50933.82159014647,26582.301538900672,26582.301538900672,1972.9709726886092,1972.9709726886092,1972.9709726886092,1972.9709726886092,1972.9709726886092,1972.9709726886092,0.0,0.0,0.0,28555.272511589283
2011-07-06,26610.668793529636,3195.6307110771836,48002.05839909301,26610.668793529636,26610.668793529636,-755.7533500439046,-755.7533500439046,-755.7533500439046,-755.7533500439046,-755.7533500439046,-755.7533500439046,0.0,0.0,0.0,25854.91544348573
2011-07-07,26639.0360481586,10318.729185050777,56254.69862789634,26639.0360481586,26639.0360481586,6543.299796544609,6543.299796544609,6543.299796544609,6543.299796544609,6543.299796544609,6543.299796544609,0.0,0.0,0.0,33182.33584470321
2011-07-08,26667.403302787567,2713.424784646973,49065.95726039647,26667.403302787567,26667.403302787567,-1481.1376453336197,-1481.1376453336197,-1481.1376453336197,-1481.1376453336197,-1481.1376453336197,-1481.1376453336197,0.0,0.0,0.0,25186.265657453947
2011-07-10,26724.137812045494,-9750.917732218313,33808.04625639325,26724.137812045494,26724.137812045494,-14924.628285709892,-14924.628285709892,-14924.628285709892,-14924.628285709892,-14924.628285709892,-14924.628285709892,0.0,0.0,0.0,11799.509526335602
2011-07-11,26752.505066674465,3712.874224695929,47908.03135931919,26752.505066674465,26752.505066674465,-2002.883333903384,-2002.883333903384,-2002.883333903384,-2002.883333903384,-2002.883333903384,-2002.883333903384,0.0,0.0,0.0,24749.62173277108
2011-07-12,26814.499619761496,6007.790771199921,52368.67278043157,26814.499619761496,26814.499619761496,1972.970972705554,1972.970972705554,1972.970972705554,1972.970972705554,1972.970972705554,1972.970972705554,0.0,0.0,0.0,28787.47059246705
2011-07-13,26876.49417284852,3751.2558998422146,49125.35806017856,26876.49417284852,26876.49417284852,-755.7533500044303,-755.7533500044303,-755.7533500044303,-755.7533500044303,-755.7533500044303,-755.7533500044303,0.0,0.0,0.0,26120.74082284409
2011-07-14,26938.488725935546,9958.382909274485,55442.18550822742,26938.488725935546,26938.488725935546,6543.299796549447,6543.299796549447,6543.299796549447,6543.299796549447,6543.299796549447,6543.299796549447,0.0,0.0,0.0,33481.78852248499
2011-07-15,27000.483279022577,2623.80999195497,49848.378286154875,27000.483279022577,27000.483279022577,-1481.1376453425664,-1481.1376453425664,-1481.1376453425664,-1481.1376453425664,-1481.1376453425664,-1481.1376453425664,0.0,0.0,0.0,25519.34563368001
2011-07-17,27124.47238519663,-10654.07498262624,34268.79843997217,27124.47238519663,27124.47238519663,-14924.628285707544,-14924.628285707544,-14924.628285707544,-14924.628285707544,-14924.628285707544,-14924.628285707544,0.0,0.0,0.0,12199.844099489086
2011-07-18,27186.46693828366,2208.5672963883503,48540.31736113586,27186.46693828366,27186.46693828366,-2002.8833338579661,-2002.8833338579661,-2002.8833338579661,-2002.8833338579661,-2002.8833338579661,-2002.8833338579661,0.0,0.0,0.0,25183.583604425694
2011-07-19,27248.461491370683,6993.372844686508,52344.08618512229,27248.461491370683,27248.461491370683,1972.9709727023246,1972.9709727023246,1972.9709727023246,1972.9709727023246,1972.9709727023246,1972.9709727023246,0.0,0.0,0.0,29221.43246407301
2011-07-20,27310.45604445771,2836.630079217494,48605.5530547293,27310.45604445771,27310.45604445771,-755.7533500115624,-755.7533500115624,-755.7533500115624,-755.7533500115624,-755.7533500115624,-755.7533500115624,0.0,0.0,0.0,26554.702694446147
2011-07-21,27372.450597544743,11040.137075388639,56700.33352620755,27372.450597544743,27372.450597544743,6543.299796561323,6543.299796561323,6543.299796561323,6543.299796561323,6543.299796561323,6543.299796561323,0.0,0.0,0.0,33915.750394106064
2011-07-22,27434.445150631764,2639.4764902839825,47452.58184826774,27434.445150631764,27434.445150631764,-1481.1376453441399,-1481.1376453441399,-1481.1376453441399,-1481.1376453441399,-1481.1376453441399,-1481.1376453441399,0.0,0.0,0.0,25953.307505287623
2011-07-24,27633.172354094433,-10192.185451974206,35644.29138390982,27633.172354094433,27633.172354094433,-14924.628285737017,-14924.628285737017,-14924.628285737017,-14924.628285737017,-14924.628285737017,-14924.628285737017,0.0,0.0,0.0,12708.544068357416
2011-07-25,27732.535955825766,1792.9174592131399,47386.277396103644,27732.535955825766,27732.535955825766,-2002.8833338812292,-2002.8833338812292,-2002.8833338812292,-2002.8833338812292,-2002.8833338812292,-2002.8833338812292,0.0,0.0,0.0,25729.652621944537
2011-07-26,27831.8995575571,5316.795896545924,53070.54980331742,27831.8995575571,27831.8995575571,1972.970972719271,1972.970972719271,1972.970972719271,1972.970972719271,1972.970972719271,1972.970972719271,0.0,0.0,0.0,29804.87053027637
2011-07-27,27931.26315928843,3708.2994584569183,50537.715916950685,27931.26315928843,27931.26315928843,-755.7533500271927,-755.7533500271927,-755.7533500271927,-755.7533500271927,-755.7533500271927,-755.7533500271927,0.0,0.0,0.0,27175.50980926124
2011-07-28,28030.62676101977,12008.33066481471,56725.89603634065,28030.62676101977,28030.62676101977,6543.2997965732,6543.2997965732,6543.2997965732,6543.2997965732,6543.2997965732,6543.2997965732,0.0,0.0,0.0,34573.92655759297
2011-07-29,28129.9903627511,3833.66814147104,51539.152646247014,28129.9903627511,28129.9903627511,-1481.1376453530863,-1481.1376453530863,-1481.1376453530863,-1481.1376453530863,-1481.1376453530863,-1481.1376453530863,0.0,0.0,0.0,26648.852717398015
2011-07-31,28328.717566213767,-9594.498369031582,34103.83009128469,28328.717566213767,28328.717566213767,-14924.628285721186,-14924.628285721186,-14924.628285721186,-14924.628285721186,-14924.628285721186,-14924.628285721186,0.0,0.0,0.0,13404.08928049258
2011-08-01,28428.0811679451,4039.450704348795,48290.19786504639,28428.0811679451,28428.0811679451,-2002.883333885851,-2002.883333885851,-2002.883333885851,-2002.883333885851,-2002.883333885851,-2002.883333885851,0.0,0.0,0.0,26425.19783405925
2011-08-02,28527.44476967643,6300.822446348912,54434.29759260761,28527.44476967643,28527.44476967643,1972.970972736217,1972.970972736217,1972.970972736217,1972.970972736217,1972.970972736217,1972.970972736217,0.0,0.0,0.0,30500.415742412646
2011-08-03,28663.900124632804,6535.1240566007655,49735.85087485308,28663.900124632804,28663.900124632804,-755.7533499877188,-755.7533499877188,-755.7533499877188,-755.7533499877188,-755.7533499877188,-755.7533499877188,0.0,0.0,0.0,27908.146774645087
2011-08-04,28800.35547958918,13286.584133290426,57696.51512611959,28800.35547958918,28800.35547958918,6543.299796544134,6543.299796544134,6543.299796544134,6543.299796544134,6543.299796544134,6543.299796544134,0.0,0.0,0.0,35343.655276133315
2011-08-05,28936.810834545555,3998.3037376257716,50772.32183274598,28936.810834545555,28936.810834545555,-1481.1376453620317,-1481.1376453620317,-1481.1376453620317,-1481.1376453620317,-1481.1376453620317,-1481.1376453620317,0.0,0.0,0.0,27455.673189183522
2011-08-07,29209.7215444583,-8840.114465081582,38721.32619628411,29209.7215444583,29209.7215444583,-14924.628285718836,-14924.628285718836,-14924.628285718836,-14924.628285718836,-14924.628285718836,-14924.628285718836,0.0,0.0,0.0,14285.093258739465
2011-08-08,29346.176899414677,1543.94877742033,51174.54500347709,29346.176899414677,29346.176899414677,-2002.883333890472,-2002.883333890472,-2002.883333890472,-2002.883333890472,-2002.883333890472,-2002.883333890472,0.0,0.0,0.0,27343.293565524204
2011-08-09,29482.632254371052,9546.994737706727,55296.26537821983,29482.632254371052,29482.632254371052,1972.9709726948136,1972.9709726948136,1972.9709726948136,1972.9709726948136,1972.9709726948136,1972.9709726948136,0.0,0.0,0.0,31455.603227065865
2011-08-10,29619.087609327427,7897.071403823642,51940.480589436156,29619.087609327427,29619.087609327427,-755.7533499948509,-755.7533499948509,-755.7533499948509,-755.7533499948509,-755.7533499948509,-755.7533499948509,0.0,0.0,0.0,28863.334259332576
2011-08-11,29755.542964283803,15026.416114378444,59459.459771885326,29755.542964283803,29755.542964283803,6543.299796548971,6543.299796548971,6543.299796548971,6543.299796548971,6543.299796548971,6543.299796548971,0.0,0.0,0.0,36298.84276083278
2011-08-12,29891.998319240178,6767.183345423286,51785.528147836834,29891.998319240178,29891.998319240178,-1481.137645363605,-1481.137645363605,-1481.137645363605,-1481.137645363605,-1481.137645363605,-1481.137645363605,0.0,0.0,0.0,28410.860673876574
2011-08-14,30164.90902915293,-6401.641642959287,38763.50898367091,30164.90902915293,30164.90902915293,-14924.62828574831,-14924.62828574831,-14924.62828574831,-14924.62828574831,-14924.62828574831,-14924.62828574831,0.0,0.0,0.0,15240.280743404619
2011-08-15,30337.387425019464,5496.689755434271,51768.33713731084,30337.387425019464,30337.387425019464,-2002.8833339323778,-2002.8833339323778,-2002.8833339323778,-2002.8833339323778,-2002.8833339323778,-2002.8833339323778,0.0,0.0,0.0,28334.504091087085
2011-08-16,30509.865820886,10008.313331241385,54062.187857411,30509.865820886,30509.865820886,1972.9709727016714,1972.9709727016714,1972.9709727016714,1972.9709727016714,1972.9709727016714,1972.9709727016714,0.0,0.0,0.0,32482.83679358767
2011-08-17,30682.344216752535,6402.196913117134,52167.388259223546,30682.344216752535,30682.344216752535,-755.7533500104805,-755.7533500104805,-755.7533500104805,-755.7533500104805,-755.7533500104805,-755.7533500104805,0.0,0.0,0.0,29926.590866742055
2011-08-18,30854.822612619075,14107.15078463302,58731.191072388814,30854.822612619075,30854.822612619075,6543.299796560847,6543.299796560847,6543.299796560847,6543.299796560847,6543.299796560847,6543.299796560847,0.0,0.0,0.0,37398.12240917992
2011-08-19,31027.301008485603,6896.791244543463,51181.359629276725,31027.301008485603,31027.301008485603,-1481.137645346505,-1481.137645346505,-1481.137645346505,-1481.137645346505,-1481.137645346505,-1481.137645346505,0.0,0.0,0.0,29546.163363139098
2011-08-21,31372.25780021868,-8302.056688004157,39454.40638141231,31372.25780021868,31372.25780021868,-14924.628285732484,-14924.628285732484,-14924.628285732484,-14924.628285732484,-14924.628285732484,-14924.628285732484,0.0,0.0,0.0,16447.629514486194
2011-08-22,31544.736196085214,7255.487721877606,52306.378011996705,31544.736196085214,31544.736196085214,-2002.8833339370003,-2002.8833339370003,-2002.8833339370003,-2002.8833339370003,-2002.8833339370003,-2002.8833339370003,0.0,0.0,0.0,29541.852862148215
2011-08-23,31717.21459195175,10649.981071207889,55587.25322892257,31717.21459195175,31717.21459195175,1972.970972718618,1972.970972718618,1972.970972718618,1972.970972718618,1972.970972718618,1972.970972718618,0.0,0.0,0.0,33690.18556467037
2011-08-24,31889.69298781829,9801.740388555058,53239.212924820546,31889.69298781829,31889.69298781829,-755.7533500261098,-755.7533500261098,-755.7533500261098,-755.7533500261098,-755.7533500261098,-755.7533500261098,0.0,0.0,0.0,31133.93963779218
2011-08-25,32062.171383684825,14601.519831948599,59752.49616434014,32062.171383684825,32062.171383684825,6543.299796531782,6543.299796531782,6543.299796531782,6543.299796531782,6543.299796531782,6543.299796531782,0.0,0.0,0.0,38605.471180216606
2011-08-26,32257.063767649764,8012.173380461783,53885.02677487309,32257.063767649764,32257.063767649764,-1481.1376453554517,-1481.1376453554517,-1481.1376453554517,-1481.1376453554517,-1481.1376453554517,-1481.1376453554517,0.0,0.0,0.0,30775.926122294313
2011-08-28,32646.84853557965,-6327.301987864848,41085.34464387638,32646.84853557965,32646.84853557965,-14924.628285730134,-14924.628285730134,-14924.628285730134,-14924.628285730134,-14924.628285730134,-14924.628285730134,0.0,0.0,0.0,17722.220249849517
2011-08-30,33036.63330350954,10683.529172724098,56984.44841630756,33036.63330350954,33036.63330350954,1972.9709726772153,1972.9709726772153,1972.9709726772153,1972.9709726772153,1972.9709726772153,1972.9709726772153,0.0,0.0,0.0,35009.60427618675
2011-08-31,33231.52568747448,11186.828911118866,56251.232285327234,33231.52568747448,33231.52568747448,-755.7533499866356,-755.7533499866356,-755.7533499866356,-755.7533499866356,-755.7533499866356,-755.7533499866356,0.0,0.0,0.0,32475.772337487844
2011-09-01,33426.418071439424,17179.799478730474,62558.66699462484,33426.418071439424,33426.418071439424,6543.299796570521,6543.299796570521,6543.299796570521,6543.299796570521,6543.299796570521,6543.299796570521,0.0,0.0,0.0,39969.717868009946
2011-09-02,33621.31045540437,9157.024887907164,54143.34305913857,33621.31045540437,33621.31045540437,-1481.1376453570238,-1481.1376453570238,-1481.1376453570238,-1481.1376453570238,-1481.1376453570238,-1481.1376453570238,0.0,0.0,0.0,32140.172810047345
2011-09-04,34011.095223334254,-3591.644904339041,42253.86665242479,34011.095223334254,34011.095223334254,-14924.628285727786,-14924.628285727786,-14924.628285727786,-14924.628285727786,-14924.628285727786,-14924.628285727786,0.0,0.0,0.0,19086.46693760647
2011-09-05,34205.98760729919,9362.250437930905,54050.289286548585,34205.98760729919,34205.98760729919,-2002.8833338962008,-2002.8833338962008,-2002.8833338962008,-2002.8833338962008,-2002.8833338962008,-2002.8833338962008,0.0,0.0,0.0,32203.10427340299
2011-09-06,34400.87999126414,13394.149067396022,57764.524303856684,34400.87999126414,34400.87999126414,1972.9709726840724,1972.9709726840724,1972.9709726840724,1972.9709726840724,1972.9709726840724,1972.9709726840724,0.0,0.0,0.0,36373.850963948214
2011-09-07,34595.77237522907,9828.164521227496,57242.42496770726,34595.77237522907,34595.77237522907,-755.7533499937683,-755.7533499937683,-755.7533499937683,-755.7533499937683,-755.7533499937683,-755.7533499937683,0.0,0.0,0.0,33840.0190252353
2011-09-08,34790.664928049846,18302.963728807503,63053.515967753076,34790.664928049846,34790.664928049846,6543.299796582399,6543.299796582399,6543.299796582399,6543.299796582399,6543.299796582399,6543.299796582399,0.0,0.0,0.0,41333.96472463224
2011-09-09,34985.55748087061,10823.735991582495,56105.516140334,34985.55748087061,34985.55748087061,-1481.1376453585972,-1481.1376453585972,-1481.1376453585972,-1481.1376453585972,-1481.1376453585972,-1481.1376453585972,0.0,0.0,0.0,33504.41983551201
